,fold,model,DeepRank_GNN,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,seqid,classification,caseID,target,DeepRank,HADDOCK,iScore,ATOM20,ATOM40,GOAP,ATOM+GOAP,GNN_DOVE
107456,fold6,T40_2154_conv,0.0196787286549806,4/79,0.0,1.0,19.9823,9.1542,9.8816,6.7998,103.8506,100.0,incorrect,T40,0,2.6338800191879272,-26.56256,-0.003,0.0543,0.0,0.0001,0.0083,0.0447
107457,fold6,T40_2155_conv,0.0869468599557876,8/79,0.0781,0.7619,21.6298,9.0256,9.4201,10.8178,98.1604,99.4,incorrect,T40,0,0.2488294839859009,45.82772,0.203,0.0003,0.0374,0.0002,0.0038,0.0859
107458,fold6,T40_2156_conv,0.5118300914764404,4/79,0.7368,0.0819999999999999,1.932,0.7132,1.2357,1.6363,4.5776,100.0,high,T40,1,3.6709662675857535,-95.94488,-0.255,0.9588,0.0003,0.2775,0.2254,0.3448
107459,fold6,T40_2157_conv,0.2631318271160126,50/79,0.3158,0.6522,16.6786,4.4007,4.5571,14.2993,42.1031,100.0,incorrect,T40,0,-35.874335646629326,1072.3916,1.5519999999999998,0.5091,0.7786,0.0135,0.1781,0.0756
107460,fold6,T40_2158_conv,0.0103418603539466,69/79,0.0,1.0,60.2542,22.6441,23.7193,59.821000000000005,37.0113,98.2,incorrect,T40,0,-565404.484375,4465.0561,5.689,0.0008,0.0015,0.4275,0.959,0.1796
107461,fold6,T40_2159_conv,0.009600194171071,1/79,0.0,1.0,54.6238,19.8561,21.4096,49.1387,170.7791,100.0,incorrect,T40,0,-3.078399181365967,-43.67297,1.298,0.0093,0.0043,0.0,0.0048,0.0973
107462,fold6,T40_215_conv,0.0251681618392467,33/79,0.0,1.0,56.7137,18.6202,19.7178,51.6315,172.6475,100.0,incorrect,T40,0,-24.970141887664795,671.0999860000002,2.109,0.0024,0.0006,0.0003,0.0158,0.296
107463,fold6,T40_2160_conv,0.1718837171792984,43/79,0.5625,0.4462,9.666,1.9749,2.2723,8.3524,23.5105,100.0,medium,T40,1,-75.8057384490967,966.5547,0.311,0.346,0.9851,0.0008,0.6299,0.1664
107464,fold6,T40_2162_conv,0.3633111715316773,5/79,0.0789,0.9016,38.133,15.1571,16.0385,29.6638,165.6055,100.0,incorrect,T40,0,3.235072135925293,-107.6739,0.177,0.0153,0.1192,0.0819999999999999,0.3888,0.1155
107465,fold6,T40_2163_conv,0.0176280345767736,18/79,0.0,1.0,44.21,15.8928,16.2802,43.1996,46.5281,100.0,incorrect,T40,0,-0.5755380392074585,328.46236,1.83,0.0201,0.0095,0.0,0.0001,0.5409
107466,fold6,T40_2164_conv,0.5541364550590515,39/79,0.0395,0.9552,28.1923,13.1138,13.7423,18.4113,124.3861,100.0,incorrect,T40,0,4.524200201034546,-59.32431999999999,0.12,0.0104,0.0548,0.0754,0.2968,0.1159
107467,fold6,T40_2165_conv,0.0436960980296134,35/79,0.7969,0.2817,3.7787,1.1167,1.4622,3.1328,10.1172,100.0,medium,T40,1,1.955761671066284,111.7565,-0.527,0.8908,0.0037,0.0094,0.3298,0.1053
107468,fold6,T40_2166_conv,0.0087718600407242,46/79,0.0,1.0,57.881,15.5687,15.5895,52.3167,151.7736,100.0,incorrect,T40,0,0.2409106791019439,2.83298,0.8320000000000001,0.0044,0.0001,0.3589,0.369,0.1464
107469,fold6,T40_2167_conv,0.2294742614030838,34/79,0.0,1.0,28.8706,14.155,15.7795,16.5154,172.5082,100.0,incorrect,T40,0,-51.80587720870972,2458.1578,3.214,0.2189,0.0192,0.0269,0.0505,0.0777
107470,fold6,T40_2168_conv,0.7579317688941956,79/79,0.6094,0.48,8.1585,1.9702,2.2148,6.791,23.0034,100.0,medium,T40,1,479.9004821777344,4008.5581,3.843,0.0431,0.0037,0.0226,0.0648,0.0881
107471,fold6,T40_2169_conv,0.1083061844110488,6/79,0.6875,0.1373,5.3259,1.1826,1.47,4.7447,11.8108,100.0,medium,T40,1,4.021763205528258,-71.51671,-0.563,0.6614,0.0667,0.002,0.0705,0.1539
107472,fold6,T40_216_conv,0.1792061626911163,12/79,0.6562,0.44,7.6538,1.8678,2.1693,6.4332,20.834,100.0,medium,T40,1,4.227748394012451,-118.5745,-0.916,0.1939,0.9944,0.0015,0.3916,0.0561
107473,fold6,T40_2170_conv,0.0019679740071296,0/79,0.0,1.0,61.7798,23.3974,24.6747,61.3137,35.024,100.0,incorrect,T40,0,-4.899618625640869,-24.50283,1.089,0.0228,0.0001,0.0718,0.0169,0.138
107474,fold6,T40_2171_conv,0.0203107707202434,21/79,0.0,1.0,64.1495,17.8146,18.0527,59.9959,155.7049,100.0,incorrect,T40,0,-1560.9407958984375,1300.16986,2.754,0.0351,0.0,0.0017,0.0224,0.1509
107475,fold6,T40_2172_conv,0.1019392609596252,0/79,0.0159,0.9762,18.7421,6.7007,7.2179,14.1306,65.0124,98.2,incorrect,T40,0,2.4745118618011475,-53.61962,-0.105,0.7105,0.0615,0.1111,0.8543,0.0508
107476,fold6,T40_2174_conv,0.0132655659690499,13/79,0.0,1.0,58.0581,21.6195,23.4031,54.6133,106.5365,100.0,incorrect,T40,0,-133.89299392700195,570.05126,1.5659999999999998,0.12,0.0065,0.6873,0.1408,0.0899
107477,fold6,T40_2175_conv,0.0163822136819362,1/79,0.0,1.0,62.224,23.7173,24.808000000000003,61.7379,39.1939,100.0,incorrect,T40,0,0.4644538760185242,-33.728320000000004,0.804,0.0371,0.0156,0.1681,0.0152,0.1174
107478,fold6,T40_2176_conv,0.0238642767071724,18/79,0.0156,0.963,23.0574,7.979,8.382,19.2831,62.9392,99.4,incorrect,T40,0,-67.41075420379639,1610.92598,2.668,0.0187,0.0008,0.0069999999999999,0.5291,0.0976
107479,fold6,T40_2177_conv,0.0175560284405946,32/79,0.0,1.0,40.933,15.8851,16.3435,38.7929,64.7619,100.0,incorrect,T40,0,-7.398906230926514,1591.57534,3.0210000000000004,0.0062,0.0001,0.0005,0.0173,0.14
107480,fold6,T40_2178_conv,0.0280216839164495,36/79,0.0,1.0,49.7956,19.9269,21.3095,43.8554,151.7985,98.2,incorrect,T40,0,-56088.32421875,1928.33942,3.439,0.0171,0.0,0.0006,0.0011,0.1716
107481,fold6,T40_2179_conv,0.4490339457988739,25/79,0.0,1.0,20.137,10.4979,11.1352,16.5266,56.9844,98.2,incorrect,T40,0,1.1298160552978516,92.59826,-0.065,0.0319,0.2008,0.3672,0.7922,0.1439
107482,fold6,T40_217_conv,0.0378132238984108,11/79,0.0,1.0,24.8333,12.4632,12.8987,13.825,117.1088,100.0,incorrect,T40,0,-4.831050634384155,251.75754,0.401,0.0795,0.0004,0.0279,0.0593,0.2553
107483,fold6,T40_2180_conv,0.0403270088136196,20/79,0.8438,0.129,2.8632,0.7522,1.255,2.2515,8.3388,100.0,high,T40,1,-95.80846405029295,675.4979,-0.03,0.3499,0.0636,0.0008,0.6999,0.2112
107484,fold6,T40_219_conv,0.4777974784374237,4/79,0.0395,0.9434,36.2216,14.6185,15.4508,27.3735,159.6985,100.0,incorrect,T40,0,3.1191084384918213,-92.47808,0.14,0.0511,0.1316,0.2391,0.1515,0.219
107485,fold6,T40_21_conv,0.1899836212396621,22/79,0.0789,0.8286,28.3171,12.7464,13.470999999999998,16.3691,138.8439,100.0,incorrect,T40,0,1.4239702224731443,33.58446,-0.601,0.0086,0.0006,0.0,0.0007,0.1607
107486,fold6,T40_220_conv,0.1232554763555526,20/79,0.0,1.0,29.7053,12.5377,13.0918,26.611,66.4304,100.0,incorrect,T40,0,0.5676900148391724,73.35290400000002,0.738,0.1869,0.0271,0.216,0.968,0.393
107487,fold6,T40_222_conv,0.0432691164314746,4/79,0.0,1.0,56.4896,15.0364,15.5005,50.9084,162.6492,100.0,incorrect,T40,0,3.332046866416931,-57.2829,1.102,0.0004,0.0,0.0022,0.0851,0.2572
107488,fold6,T40_223_conv,0.099828839302063,113/79,0.0132,0.9888,20.6608,10.6462,12.2149,11.9596,93.4008,100.0,"clashes,incorrect",T40,0,-44234.375,5719.42274,5.835,0.5508,0.004,0.0172,0.575,0.1871
107489,fold6,T40_224_conv,0.30327108502388,36/79,0.0,1.0,39.2992,18.4079,19.7085,30.3019,168.9763,100.0,incorrect,T40,0,-19.90574836730957,764.84066,1.536,0.0483,0.0007,0.0013,0.0077,0.0747
107490,fold6,T40_225_conv,0.116996169090271,18/79,0.3553,0.4375,14.245,3.4883,3.6155,12.2406,32.8156,100.0,acceptable,T40,1,2.179677128791809,0.68104,-0.414,0.0249,0.0288,0.0001,0.0111,0.0368
107491,fold6,T40_226_conv,0.0367216952145099,53/79,0.0,1.0,47.1661,19.1239,19.6725,41.4338,140.1833,98.2,incorrect,T40,0,-5972.469055175781,2488.0164,3.404,0.0689,0.0,0.0229,0.3458,0.2178
107492,fold6,T40_227_conv,0.2655656635761261,10/79,0.0548,0.9333,35.4075,8.0024,8.3796,31.0211,88.4536,98.2,incorrect,T40,0,3.046850204467773,-56.4956,0.389,0.2277,0.0069999999999999,0.0051,0.0285,0.1496
107493,fold6,T40_228_conv,0.2117976546287536,28/79,0.0,1.0,39.4368,14.3453,15.3586,31.7226,169.4871,100.0,incorrect,T40,0,-264.80274200439453,1657.33854,2.388,0.0765,0.0015,0.0566,0.3431,0.1594
107494,fold6,T40_229_conv,0.0305351410061121,3/79,0.0,1.0,64.513,22.9291,24.6447,60.512,131.7201,100.0,incorrect,T40,0,-1.765912413597107,-39.87065,0.813,0.0038,0.0001,0.016,0.0868,0.1808
107495,fold6,T40_22_conv,0.3693619072437286,5/79,0.8684,0.12,2.3194,0.8456,1.3430000000000002,1.7991,6.8967,100.0,high,T40,1,5.763661026954651,-117.8635,-0.328,0.8581,0.0095,0.1545,0.5272,0.227
107496,fold6,T40_230_conv,0.114099770784378,9/79,0.7969,0.407,5.0296,1.361,1.9449,4.2261,12.4408,100.0,medium,T40,1,5.3002445697784415,-119.99124,-1.006,0.4172,0.0004,0.0599,0.4902,0.0544
107497,fold6,T40_231_conv,0.2673009932041168,4/79,0.0658,0.878,35.5624,14.4697,15.3125,26.6242,159.0653,100.0,incorrect,T40,0,2.720459461212158,-70.30492,-0.073,0.0832,0.429,0.1546,0.983,0.1656
107498,fold6,T40_232_conv,0.0154056251049041,26/79,0.0,1.0,51.107,19.3282,20.7577,46.1513,120.3617,100.0,incorrect,T40,0,-3049.0486450195312,997.690919,2.05,0.0023,0.0026,0.0114,0.0294,0.1419
107499,fold6,T40_233_conv,0.0174587592482566,20/79,0.0,1.0,56.1667,17.7932,18.7686,52.6119,99.1343,100.0,incorrect,T40,0,2.2545833587646484,229.87884,1.221,0.0101,0.0001,0.0341,0.1326,0.1492
107500,fold6,T40_234_conv,0.1743112057447433,71/79,0.0789,0.9231,21.6361,6.8639,7.7917,15.4145,82.0206,100.0,incorrect,T40,0,3.7321970462799072,23.905,-0.138,0.042,0.005,0.002,0.0813,0.2104
107501,fold6,T40_235_conv,0.0083258356899023,0/79,0.0,1.0,38.4511,15.3307,16.0537,36.8577,54.9315,100.0,incorrect,T40,0,-3.427338004112244,-37.11714,2.442,0.0031,0.0,0.0,0.0001,0.1399
107502,fold6,T40_236_conv,0.0375026874244213,73/79,0.8594,0.3678,1.7447,0.7779,1.2158,1.288,5.6186,100.0,high,T40,1,-555.4306678771974,3191.8268,2.8480000000000003,0.7003,0.0632,0.0056,0.1911,0.151
107503,fold6,T40_237_conv,0.2034031301736832,30/79,0.0395,0.9167,27.4493,8.5391,9.33,21.5581,95.1016,99.4,incorrect,T40,0,-606775.34375,3484.320904,3.907,0.0207,0.0417,0.0066,0.0807,0.3208
107504,fold6,T40_238_conv,0.2580174505710602,18/79,0.1719,0.8493,26.2847,13.4168,14.0081,7.9237,165.1269,100.0,incorrect,T40,0,4.506602764129639,-91.9526,-0.794,0.034,0.3846,0.0684,0.7495,0.1739
107505,fold6,T40_23_conv,0.1535413563251495,18/79,0.0789,0.85,24.0887,10.5965,11.0352,16.4107,92.1165,100.0,incorrect,T40,0,2.7741141319274902,-69.03166,0.048,0.0332,0.0056,0.0278,0.1863,0.049
107506,fold6,T40_240_conv,0.4790956676006317,34/79,0.5,0.4754,10.3658,2.2094,2.4449,9.1305,24.7418,100.0,acceptable,T40,1,-11.495621085166931,213.1707,-0.279,0.0415,0.1665,0.0207,0.4808,0.0802
107507,fold6,T40_241_conv,0.0219745989888906,16/79,0.0,1.0,63.5477,15.2244,15.6978,58.4625,170.8279,100.0,incorrect,T40,0,3.2408573627471924,21.24834,0.622,0.1969,0.0208,0.0061,0.0926,0.1037
107508,fold6,T40_243_conv,0.1265530288219452,89/79,0.7656,0.5051,6.3417,1.4989,1.8167,5.393,15.868,100.0,"clashes,medium",T40,1,-2925957.4375,8209.851999999999,8.235,0.1272,0.5743,0.001,0.7814,0.2198
107509,fold6,T40_244_conv,0.5148661136627197,10/79,0.1579,0.5,13.7763,4.1335,4.8449,11.3268,38.1045,100.0,incorrect,T40,0,2.70542860031128,-41.35658,-0.555,0.3227,0.0011,0.0307,0.0128,0.0702
107510,fold6,T40_245_conv,0.0181467235088348,25/79,0.0,1.0,51.7483,14.1764,14.8982,47.7397,110.9602,100.0,incorrect,T40,0,-152.42296218872067,1650.70876,2.799,0.0158,0.0065,0.0064,0.0007,0.1687
107511,fold6,T40_246_conv,0.3008370101451874,2/79,0.0789,0.9032,36.1886,14.62,15.4495,27.3354,159.9358,100.0,incorrect,T40,0,3.6042296886444087,-95.69312,0.119,0.0149,0.0176,0.0704,0.1419,0.1781
107512,fold6,T40_247_conv,0.3570276200771332,13/79,0.7969,0.5446,4.2205,1.9043,2.402,3.633,10.8646,100.0,medium,T40,1,5.741970539093018,-151.85616000000005,-0.836,0.0011,0.0029,0.3805,0.9254,0.117
107513,fold6,T40_248_conv,0.0649816542863845,30/79,0.0789,0.85,31.9681,14.5437,15.8012,19.7469,179.1193,99.4,incorrect,T40,0,-215.59402084350583,1099.2352460000004,1.171,0.0626,0.0124,0.0025,0.0037,0.1657
107514,fold6,T40_249_conv,0.124825119972229,4/79,0.0658,0.8864,38.6605,15.3379,16.2697,30.3306,168.1157,100.0,incorrect,T40,0,2.523205280303955,-79.10755999999998,0.871,0.001,0.0671,0.0471,0.4214,0.1797
107515,fold6,T40_24_conv,0.090069979429245,16/79,0.0789,0.8696,23.6367,10.7199,11.5213,12.2499,110.7845,100.0,incorrect,T40,0,2.8173520565032963,-48.75266,0.276,0.089,0.0005,0.0688,0.5658,0.135
107516,fold6,T40_251_conv,0.5166721940040588,34/79,0.4844,0.4746,9.7725,2.0496,2.276,8.6216,22.6897,100.0,acceptable,T40,1,-5390.53173828125,1124.908,0.594,0.4543,0.0252,0.0082,0.2462,0.1573
107517,fold6,T40_252_conv,0.0640572160482406,61/79,0.8438,0.3415,4.526,1.1448,1.52,3.6339,12.6946,100.0,medium,T40,1,-121921.91015625,3586.4945,3.254,0.1088,0.0434,0.0008,0.8797,0.4062
107518,fold6,T40_253_conv,0.0915581285953521,40/79,0.0,1.0,44.2163,12.2736,12.9564,40.1092,108.377,100.0,incorrect,T40,0,6.934837579727173,421.54332,1.432,0.0067,0.0002,0.0739,0.0085,0.1135
107519,fold6,T40_254_conv,0.1010773032903671,5/79,0.0156,0.9821,20.9509,9.9578,10.6631,6.8978,116.9938,100.0,incorrect,T40,0,2.78430712223053,-73.03468000000002,-0.933,0.5774,0.395,0.0141,0.7112,0.135
107520,fold6,T40_255_conv,0.0175872202962636,34/79,0.0,1.0,64.4457,19.1367,20.0128,59.2127,169.5447,100.0,incorrect,T40,0,2.2692251205444336,204.20304,0.925,0.2483,0.0991,0.4531,0.8288,0.1321
107521,fold6,T40_256_conv,0.3283299803733825,41/79,0.0781,0.9167,32.5277,9.9838,10.806,24.3247,115.7577,100.0,incorrect,T40,0,-4.470013976097106,72.31624000000002,0.333,0.175,0.0024,0.0354,0.435,0.1423
107522,fold6,T40_257_conv,0.0072050131857395,1/79,0.0,1.0,22.8772,15.0415,16.3315,7.5094,122.5885,100.0,incorrect,T40,0,-2.03820276260376,-17.469637,1.074,0.054,0.0,0.0,0.0405,0.1888
107523,fold6,T40_258_conv,0.0541122108697891,75/79,0.0,1.0,22.7898,13.4915,14.7991,14.2084,94.4294,100.0,incorrect,T40,0,133.94757843017578,4877.35081,6.149,0.074,0.727,0.0001,0.5613,0.1996
107524,fold6,T40_259_conv,0.0240083690732717,10/79,0.1406,0.7857,17.295,7.8384,8.1119,1.0359,85.7214,100.0,incorrect,T40,0,2.520299196243286,-54.5235,-0.352,0.1206,0.1331,0.0122,0.9209,0.0805
107525,fold6,T40_25_conv,0.3101501762866974,2/79,0.0395,0.94,20.8986,7.5651,8.4724,13.7532,84.7132,100.0,incorrect,T40,0,3.01569938659668,-83.6993,0.025,0.8708,0.0054,0.2509,0.107,0.0895
107526,fold6,T40_260_conv,0.1833870261907576,13/79,0.0395,0.8846,27.7668,10.1733,10.7666,21.2479,97.8618,100.0,incorrect,T40,0,2.259192943572998,-12.40406,0.354,0.0335,0.0047,0.0411,0.1117,0.2949
107527,fold6,T40_261_conv,0.2459618598222732,1/79,0.6094,0.1136,4.9707,1.1439,1.4609,4.362,11.7161,100.0,medium,T40,1,4.231914043426514,-70.55496,-0.597,0.5233,0.0094,0.0182,0.1513,0.2442
107528,fold6,T40_262_conv,0.2927227616310119,4/79,0.0156,0.9825,11.1362,6.2631,6.6353,3.6521,54.1895,100.0,incorrect,T40,0,4.304605722427368,-85.3138,-1.067,0.3838,0.0627,0.0487,0.7278,0.0686
107529,fold6,T40_263_conv,0.0641970783472061,7/79,0.0395,0.9634,24.9168,12.312,14.4189,11.874,139.7022,100.0,incorrect,T40,0,4.4470393657684335,-111.9619,-1.319,0.1311,0.0027,0.0092,0.5571,0.1278
107530,fold6,T40_264_conv,0.1253535747528076,9/79,0.5781,0.6022,8.1519,2.6949,3.2548,5.6335,28.8169,100.0,acceptable,T40,1,3.690742015838623,-116.88136000000002,-0.455,0.9187,0.9244,0.2986,0.9198,0.2177
107531,fold6,T40_265_conv,0.0149840367957949,52/79,0.0,1.0,49.1197,19.9735,22.1659,45.4163,100.2235,100.0,incorrect,T40,0,-38833.234375,7456.93538,10.115,0.0347,0.0,0.0136,0.0245,0.1222
107532,fold6,T40_266_conv,0.2305761724710464,3/79,0.1053,0.8462,18.2941,5.6157,6.3879,13.3778,65.5414,100.0,incorrect,T40,0,3.362810134887696,-72.24051999999998,-0.1,0.6756,0.0585,0.004,0.1139,0.195
107533,fold6,T40_267_conv,0.5111845135688782,6/79,0.8289,0.0735,1.7321,0.5892,1.147,1.4325,4.6158,100.0,high,T40,1,3.001975178718567,-104.7009,-0.221,0.7419,0.0023,0.1269,0.72,0.1086
107534,fold6,T40_268_conv,0.025223409757018,14/79,0.0,1.0,25.3648,8.9811,9.6024,25.0885,17.7064,100.0,incorrect,T40,0,2.812356948852539,-48.00626,0.045,0.2215,0.5770000000000001,0.2987,0.2886,0.372
107535,fold6,T40_269_conv,0.0146103557199239,75/79,0.0,1.0,58.2347,20.2297,21.818,54.532,114.631,100.0,incorrect,T40,0,27.202415466308597,1091.796336,1.876,0.1551,0.0077,0.0665,0.2068,0.5638
107536,fold6,T40_26_conv,0.0620049312710762,26/79,0.0263,0.9615,37.1108,15.6126,16.5786,28.5535,171.2689,100.0,incorrect,T40,0,-17.242873668670654,645.849287,0.991,0.0701,0.0118,0.8667,0.9615,0.195
107537,fold6,T40_270_conv,0.1063835024833679,14/79,0.3281,0.6667,12.4249,5.2034,5.6249,4.8757,52.9785,100.0,incorrect,T40,0,2.7630178928375244,-54.11233000000001,-0.099,0.1813,0.0,0.1092,0.2372,0.4067
107538,fold6,T40_271_conv,0.162845492362976,36/79,0.0526,0.9556,16.4084,9.1026,9.7693,8.5081,68.1934,100.0,incorrect,T40,0,-2.6333318650722504,161.53714,-0.234,0.2066,0.0041,0.02,0.721,0.0255
107539,fold6,T40_272_conv,0.4021530449390411,14/79,0.8594,0.4712,3.9477,1.7108,2.1051,3.3395,10.6584,100.0,medium,T40,1,5.519526481628418,-166.696,-1.014,0.102,0.0059,0.2608,0.8066,0.1043
107540,fold6,T40_273_conv,0.0147708319127559,16/79,0.0,1.0,47.0251,16.3165,17.1731,45.4972,54.889,100.0,incorrect,T40,0,-11.53660774230957,96.39049,1.5730000000000002,0.0008,0.0001,0.0007,0.0934,0.0786
107541,fold6,T40_274_conv,0.0133958309888839,4/79,0.0,1.0,63.2065,20.8758,22.0714,61.8779,64.6181,100.0,incorrect,T40,0,1.1026691198349,-37.61487,1.7719999999999998,0.0109,0.0,0.0016,0.0003,0.1566
107542,fold6,T40_275_conv,0.0096305925399065,12/79,0.0156,0.9524,41.6655,12.7848,13.1689,36.8495,112.4227,99.4,incorrect,T40,0,-13.61141586303711,544.815122,1.18,0.0144,0.0015,0.0083,0.0014,0.0536
107543,fold6,T40_276_conv,0.0709947943687439,6/79,0.625,0.5699,10.8572,2.571,2.9946,8.9513,30.5125,100.0,acceptable,T40,1,4.679743528366089,-101.20358,-0.263,0.2288,0.2942,0.6171,0.8991,0.1932
107544,fold6,T40_277_conv,0.0159032195806503,36/79,0.0,1.0,49.344,18.0232,18.3405,46.8638,78.2999,100.0,incorrect,T40,0,-17526.11328125,4367.30741,6.343999999999999,0.002,0.0002,0.0,0.0059,0.1865
107545,fold6,T40_278_conv,0.1316647380590438,7/79,0.625,0.5918,10.3511,2.6922,3.2104,8.1879,30.9924,100.0,acceptable,T40,1,5.379122257232666,-114.1623,-0.339,0.1343,0.737,0.4047,0.9244,0.2097
107546,fold6,T40_279_conv,0.0384967848658561,64/79,0.0,1.0,25.5343,14.705,15.7849,10.1534,135.0515,100.0,incorrect,T40,0,-52922773504.0,8841.877341,10.615,0.555,0.4089,0.0001,0.7663,0.1288
107547,fold6,T40_27_conv,0.079175591468811,9/79,0.0658,0.8936,36.8848,12.5471,12.9475,30.1076,123.0734,100.0,incorrect,T40,0,3.565804362297058,-91.1677,0.229,0.0037,0.0304,0.0336,0.9276,0.049
107548,fold6,T40_280_conv,0.1287213265895843,21/79,0.0658,0.8148,28.9765,14.2562,15.0677,16.1557,158.0539,100.0,incorrect,T40,0,-6.80780553817749,87.18774,-0.561,0.0216,0.0,0.0008,0.001,0.1476
107549,fold6,T40_281_conv,0.0163912661373615,19/79,0.0,1.0,55.4236,16.1947,17.2297,50.7419,123.2622,100.0,incorrect,T40,0,-9.82891082763672,474.68302,1.809,0.0006,0.0,0.0022,0.0004,0.0742
107550,fold6,T40_282_conv,0.0209670588374137,84/79,0.0,1.0,48.9262,13.1836,13.8174,44.3307,109.0386,100.0,"clashes,incorrect",T40,0,5.370064735412598,34.5721,0.5710000000000001,0.0026,0.0,0.0272,0.7308,0.2272
107551,fold6,T40_283_conv,0.0950622707605362,7/79,0.7619,0.1273,2.7653,0.7773,1.2192,2.4814,5.8159,98.2,high,T40,1,4.1512088775634775,-80.89627,-0.563,0.5897,0.0246,0.0641,0.0325,0.159
107552,fold6,T40_284_conv,0.0256348084658384,41/79,0.0,1.0,66.7938,16.5834,17.154,61.71,166.832,100.0,incorrect,T40,0,-55.35071754455566,1513.58786,2.382,0.0246,0.0006,0.0545,0.4883,0.5993
107553,fold6,T40_285_conv,0.3720984160900116,7/79,0.8684,0.0704,1.584,0.6206,1.1207,1.2648,4.5223,100.0,high,T40,1,3.800665616989136,-100.00474,-0.259,0.8907,0.0505,0.2126,0.5179,0.0845
107554,fold6,T40_286_conv,0.6081919670104979,10/79,0.0822,0.9294,19.7437,7.6055,7.8842,11.7618,77.5223,98.2,incorrect,T40,0,4.6641714572906485,-114.43608,-0.6759999999999999,0.0736,0.0087,0.465,0.7919,0.1772
107555,fold6,T40_287_conv,0.2530142664909363,7/79,0.0685,0.9219,35.4922,8.0161,8.3918,31.0965,88.7112,98.2,incorrect,T40,0,3.303566694259644,-75.5481,0.33,0.3278,0.0263,0.0058,0.008,0.1545
107556,fold6,T40_288_conv,0.0687560737133026,10/79,0.0,1.0,26.1226,15.0241,16.0384,13.1537,126.265,100.0,incorrect,T40,0,3.54564905166626,-60.45368000000001,0.253,0.2799,0.0197,0.0003,0.7351,0.1718
107557,fold6,T40_289_conv,0.1540699750185012,5/79,0.6875,0.5368,10.3461,2.5301,2.8473,8.4653,29.4946,100.0,acceptable,T40,1,5.209503412246704,-91.22289,-0.111,0.369,0.1295,0.6759,0.6716,0.2152
107558,fold6,T40_28_conv,0.0479589514434337,10/79,0.4375,0.7455,7.6624,4.5028,4.8716,6.6763,18.293,100.0,acceptable,T40,1,3.805131435394287,-152.86192,-0.462,0.0223,0.0798,0.2274,0.9013,0.6132
107559,fold6,T40_290_conv,0.0219323523342609,18/79,0.0,1.0,46.0451,14.4586,15.3326,42.5591,96.5745,100.0,incorrect,T40,0,-7.806282043457031,1394.609129,2.061,0.2335,0.0063,0.0186,0.0965,0.2082
107560,fold6,T40_291_conv,0.0989922136068344,4/79,0.3425,0.537,12.9599,3.8937,4.0942,10.845999999999998,34.4098,98.2,acceptable,T40,1,3.673315763473511,-75.2352,0.037,0.3166,0.2466,0.5316,0.6509999999999999,0.2299
107561,fold6,T40_294_conv,0.3075642883777618,45/79,0.6562,0.475,7.7964,1.761,2.065,6.3089,22.6844,100.0,medium,T40,1,-79.64683103561401,1689.2020000000002,1.072,0.0311,0.9963,0.0008,0.7536,0.063
107562,fold6,T40_297_conv,0.0536281019449234,4/79,0.5625,0.6,11.5052,2.7497,3.114,9.2265,34.0874,100.0,acceptable,T40,1,4.31243896484375,-92.76093,-0.155,0.1797,0.0677,0.5896,0.9337,0.2651
107563,fold6,T40_298_conv,0.0251907669007778,17/79,0.1562,0.8795,27.4215,12.876,13.4465,11.1565,151.285,100.0,incorrect,T40,0,2.3331315517425537,-46.87292,-0.52,0.3823,0.0011,0.0279,0.1152,0.1281
107564,fold6,T40_299_conv,0.0391449555754661,40/79,0.0,1.0,26.5909,13.7839,15.7206,14.1695,151.4125,100.0,incorrect,T40,0,-55.33934211730957,2990.34403,4.255,0.0163,0.0489,0.0004,0.8209,0.114
107565,fold6,T40_29_conv,0.0294670742005109,10/79,0.0,1.0,27.1007,8.8396,9.4338,26.3428,30.4385,100.0,incorrect,T40,0,2.321860074996948,-37.34904,0.079,0.3575,0.0206,0.1565,0.6759,0.1727
107566,fold6,T40_2_conv,0.4730311334133148,74/79,0.1053,0.907,29.7475,11.0986,11.2737,22.9667,96.0631,100.0,incorrect,T40,0,-674.4591751098633,1324.99894,1.382,0.3129,0.0125,0.0019,0.0356,0.1141
107567,fold6,T40_300_conv,0.3753025829792023,20/79,0.0789,0.9104,22.5781,6.0175,6.7934,17.5956,76.7553,100.0,incorrect,T40,0,-1.28291255235672,111.38884,0.03,0.7594,0.0516,0.0003,0.0851,0.1871
107568,fold6,T40_301_conv,0.1481987088918686,30/79,0.0395,0.9032,28.1339,9.0962,9.9347,21.857,100.1244,99.4,incorrect,T40,0,-394077.6875,2971.120144,3.325,0.0092,0.0659,0.0143,0.1988,0.0671
107569,fold6,T40_302_conv,0.4735544621944428,13/79,0.0312,0.9747,20.7017,9.9039,10.4792,5.0405,116.9916,100.0,incorrect,T40,0,4.191856622695924,-105.91728,-1.3730000000000002,0.6920000000000001,0.8437,0.0137,0.6871,0.1582
107570,fold6,T40_303_conv,0.2195467352867126,12/79,0.8281,0.4536,3.8203,1.2568,1.8443,3.0147,10.9492,100.0,medium,T40,1,4.480922222137451,-138.63598000000002,-1.086,0.2481,0.0013,0.1339,0.1233,0.0674
107571,fold6,T40_304_conv,0.3423442244529724,7/79,0.8421,0.1579,1.1992,0.6517,1.1973,0.7487,4.1511,100.0,high,T40,1,4.636515140533447,-125.7262,-0.461,0.8801,0.0069999999999999,0.3122,0.5784,0.5365
